"","fields","FieldID","visit","num","description"
"1837","X4259.2.9","X4259","2","9","Digits entered correctly"
"1838","X4259.2.10","X4259","2","10","Digits entered correctly"
"1839","X4259.2.11","X4259","2","11","Digits entered correctly"
"1840","X4259.2.12","X4259","2","12","Digits entered correctly"
"1841","X4259.2.13","X4259","2","13","Digits entered correctly"
"1842","X4259.2.14","X4259","2","14","Digits entered correctly"
"1843","X4259.2.15","X4259","2","15","Digits entered correctly"
"1844","X4260.0.0","X4260","0","0","Round of numeric memory test"
"1845","X4260.0.1","X4260","0","1","Round of numeric memory test"
"1846","X4260.0.2","X4260","0","2","Round of numeric memory test"
"1847","X4260.0.3","X4260","0","3","Round of numeric memory test"
"1848","X4260.0.4","X4260","0","4","Round of numeric memory test"
"1849","X4260.0.5","X4260","0","5","Round of numeric memory test"
"1850","X4260.0.6","X4260","0","6","Round of numeric memory test"
"1851","X4260.0.7","X4260","0","7","Round of numeric memory test"
"1852","X4260.0.8","X4260","0","8","Round of numeric memory test"
"1853","X4260.0.9","X4260","0","9","Round of numeric memory test"
"1854","X4260.0.10","X4260","0","10","Round of numeric memory test"
"1855","X4260.0.11","X4260","0","11","Round of numeric memory test"
"1856","X4260.0.12","X4260","0","12","Round of numeric memory test"
"1857","X4260.0.13","X4260","0","13","Round of numeric memory test"
"1858","X4260.0.14","X4260","0","14","Round of numeric memory test"
"1859","X4260.0.15","X4260","0","15","Round of numeric memory test"
"1860","X4260.1.0","X4260","1","0","Round of numeric memory test"
"1861","X4260.1.1","X4260","1","1","Round of numeric memory test"
"1862","X4260.1.2","X4260","1","2","Round of numeric memory test"
"1863","X4260.1.3","X4260","1","3","Round of numeric memory test"
"1864","X4260.1.4","X4260","1","4","Round of numeric memory test"
"1865","X4260.1.5","X4260","1","5","Round of numeric memory test"
"1866","X4260.1.6","X4260","1","6","Round of numeric memory test"
"1867","X4260.1.7","X4260","1","7","Round of numeric memory test"
"1868","X4260.1.8","X4260","1","8","Round of numeric memory test"
"1869","X4260.1.9","X4260","1","9","Round of numeric memory test"
"1870","X4260.1.10","X4260","1","10","Round of numeric memory test"
"1871","X4260.1.11","X4260","1","11","Round of numeric memory test"
"1872","X4260.1.12","X4260","1","12","Round of numeric memory test"
"1873","X4260.1.13","X4260","1","13","Round of numeric memory test"
"1874","X4260.1.14","X4260","1","14","Round of numeric memory test"
"1875","X4260.1.15","X4260","1","15","Round of numeric memory test"
"1876","X4260.2.0","X4260","2","0","Round of numeric memory test"
"1877","X4260.2.1","X4260","2","1","Round of numeric memory test"
"1878","X4260.2.2","X4260","2","2","Round of numeric memory test"
"1879","X4260.2.3","X4260","2","3","Round of numeric memory test"
"1880","X4260.2.4","X4260","2","4","Round of numeric memory test"
"1881","X4260.2.5","X4260","2","5","Round of numeric memory test"
"1882","X4260.2.6","X4260","2","6","Round of numeric memory test"
"1883","X4260.2.7","X4260","2","7","Round of numeric memory test"
"1884","X4260.2.8","X4260","2","8","Round of numeric memory test"
"1885","X4260.2.9","X4260","2","9","Round of numeric memory test"
"1886","X4260.2.10","X4260","2","10","Round of numeric memory test"
"1887","X4260.2.11","X4260","2","11","Round of numeric memory test"
"1888","X4260.2.12","X4260","2","12","Round of numeric memory test"
"1889","X4260.2.13","X4260","2","13","Round of numeric memory test"
"1890","X4260.2.14","X4260","2","14","Round of numeric memory test"
"1891","X4260.2.15","X4260","2","15","Round of numeric memory test"
"1892","X4268.0.0","X4268","0","0","Completion status (left)"
"1893","X4268.1.0","X4268","1","0","Completion status (left)"
"1894","X4268.2.0","X4268","2","0","Completion status (left)"
"1895","X4269.0.0","X4269","0","0","Number of triplets attempted (left)"
"1896","X4269.1.0","X4269","1","0","Number of triplets attempted (left)"
"1897","X4269.2.0","X4269","2","0","Number of triplets attempted (left)"
"1898","X4270.0.0","X4270","0","0","Volume level set by participant (left)"
"1899","X4270.1.0","X4270","1","0","Volume level set by participant (left)"
"1900","X4270.2.0","X4270","2","0","Volume level set by participant (left)"
"1901","X4275.0.0","X4275","0","0","Completion status (right)"
"1902","X4275.1.0","X4275","1","0","Completion status (right)"
"1903","X4275.2.0","X4275","2","0","Completion status (right)"
"1904","X4276.0.0","X4276","0","0","Number of triplets attempted (right)"
"1905","X4276.1.0","X4276","1","0","Number of triplets attempted (right)"
"1906","X4276.2.0","X4276","2","0","Number of triplets attempted (right)"
"1907","X4277.0.0","X4277","0","0","Volume level set by participant (right)"
"1908","X4277.1.0","X4277","1","0","Volume level set by participant (right)"
"1909","X4277.2.0","X4277","2","0","Volume level set by participant (right)"
"1910","X4281.0.0","X4281","0","0","Completion status of numeric memory test"
"1911","X4281.1.0","X4281","1","0","Completion status of numeric memory test"
"1912","X4281.2.0","X4281","2","0","Completion status of numeric memory test"
"1913","X4282.0.0","X4282","0","0","Maximum digits remembered correctly"
"1914","X4282.1.0","X4282","1","0","Maximum digits remembered correctly"
"1915","X4282.2.0","X4282","2","0","Maximum digits remembered correctly"
"1916","X4286.0.0","X4286","0","0","Time when initial screen shown"
"1917","X4286.1.0","X4286","1","0","Time when initial screen shown"
"1918","X4286.2.0","X4286","2","0","Time when initial screen shown"
"1919","X4287.0.0","X4287","0","0","Test completion status"
"1920","X4287.1.0","X4287","1","0","Test completion status"
"1921","X4287.2.0","X4287","2","0","Test completion status"
"1922","X4288.0.0","X4288","0","0","Time to answer"
"1923","X4288.1.0","X4288","1","0","Time to answer"
"1924","X4288.2.0","X4288","2","0","Time to answer"
"1925","X4289.0.0","X4289","0","0","Time screen exited"
"1926","X4289.1.0","X4289","1","0","Time screen exited"
"1927","X4289.2.0","X4289","2","0","Time screen exited"
"1928","X4290.0.0","X4290","0","0","Duration screen displayed"
"1929","X4290.1.0","X4290","1","0","Duration screen displayed"
"1930","X4290.2.0","X4290","2","0","Duration screen displayed"
"1931","X4291.0.0","X4291","0","0","Number of attempts"
"1932","X4291.1.0","X4291","1","0","Number of attempts"
"1933","X4291.2.0","X4291","2","0","Number of attempts"
"1934","X4292.0.0","X4292","0","0","PM: initial answer"
"1935","X4292.1.0","X4292","1","0","PM: initial answer"
"1936","X4292.2.0","X4292","2","0","PM: initial answer"
"1937","X4293.0.0","X4293","0","0","PM: final answer"
"1938","X4293.1.0","X4293","1","0","PM: final answer"
"1939","X4293.2.0","X4293","2","0","PM: final answer"
"1940","X4294.0.0","X4294","0","0","Final attempt correct"
"1941","X4294.1.0","X4294","1","0","Final attempt correct"
"1942","X4294.2.0","X4294","2","0","Final attempt correct"
"1943","X4295.0.0","X4295","0","0","History of attempts"
"1944","X4295.1.0","X4295","1","0","History of attempts"
"1945","X4295.2.0","X4295","2","0","History of attempts"
"1946","X4407.0.0","X4407","0","0","Average monthly red wine intake"
"1947","X4407.1.0","X4407","1","0","Average monthly red wine intake"
"1948","X4407.2.0","X4407","2","0","Average monthly red wine intake"
"1949","X4418.0.0","X4418","0","0","Average monthly champagne plus white wine intake"
"1950","X4418.1.0","X4418","1","0","Average monthly champagne plus white wine intake"
"1951","X4418.2.0","X4418","2","0","Average monthly champagne plus white wine intake"
"1952","X4429.0.0","X4429","0","0","Average monthly beer plus cider intake"
"1953","X4429.1.0","X4429","1","0","Average monthly beer plus cider intake"
"1954","X4429.2.0","X4429","2","0","Average monthly beer plus cider intake"
"1955","X4440.0.0","X4440","0","0","Average monthly spirits intake"
"1956","X4440.1.0","X4440","1","0","Average monthly spirits intake"
"1957","X4440.2.0","X4440","2","0","Average monthly spirits intake"
"1958","X4451.0.0","X4451","0","0","Average monthly fortified wine intake"
"1959","X4451.1.0","X4451","1","0","Average monthly fortified wine intake"
"1960","X4451.2.0","X4451","2","0","Average monthly fortified wine intake"
"1961","X4462.0.0","X4462","0","0","Average monthly intake of other alcoholic drinks"
"1962","X4462.1.0","X4462","1","0","Average monthly intake of other alcoholic drinks"
"1963","X4462.2.0","X4462","2","0","Average monthly intake of other alcoholic drinks"
"1964","X4501.0.0","X4501","0","0","Non-accidental death in close genetic family"
"1965","X4501.1.0","X4501","1","0","Non-accidental death in close genetic family"
"1966","X4501.2.0","X4501","2","0","Non-accidental death in close genetic family"
"1967","X4526.0.0","X4526","0","0","Happiness"
"1968","X4526.1.0","X4526","1","0","Happiness"
"1969","X4526.2.0","X4526","2","0","Happiness"
"1970","X4537.0.0","X4537","0","0","Work/job satisfaction"
"1971","X4537.1.0","X4537","1","0","Work/job satisfaction"
"1972","X4537.2.0","X4537","2","0","Work/job satisfaction"
"1973","X4548.0.0","X4548","0","0","Health satisfaction"
"1974","X4548.1.0","X4548","1","0","Health satisfaction"
"1975","X4548.2.0","X4548","2","0","Health satisfaction"
"1976","X4559.0.0","X4559","0","0","Family relationship satisfaction"
"1977","X4559.1.0","X4559","1","0","Family relationship satisfaction"
"1978","X4559.2.0","X4559","2","0","Family relationship satisfaction"
"1979","X4570.0.0","X4570","0","0","Friendships satisfaction"
"1980","X4570.1.0","X4570","1","0","Friendships satisfaction"
"1981","X4570.2.0","X4570","2","0","Friendships satisfaction"
"1982","X4581.0.0","X4581","0","0","Financial situation satisfaction"
"1983","X4581.1.0","X4581","1","0","Financial situation satisfaction"
"1984","X4581.2.0","X4581","2","0","Financial situation satisfaction"
"1985","X4598.0.0","X4598","0","0","Ever depressed for a whole week"
"1986","X4598.1.0","X4598","1","0","Ever depressed for a whole week"
"1987","X4598.2.0","X4598","2","0","Ever depressed for a whole week"
"1988","X4609.0.0","X4609","0","0","Longest period of depression"
"1989","X4609.1.0","X4609","1","0","Longest period of depression"
"1990","X4609.2.0","X4609","2","0","Longest period of depression"
"1991","X4620.0.0","X4620","0","0","Number of depression episodes"
"1992","X4620.1.0","X4620","1","0","Number of depression episodes"
"1993","X4620.2.0","X4620","2","0","Number of depression episodes"
"1994","X4631.0.0","X4631","0","0","Ever unenthusiastic/disinterested for a whole week"
"1995","X4631.1.0","X4631","1","0","Ever unenthusiastic/disinterested for a whole week"
"1996","X4631.2.0","X4631","2","0","Ever unenthusiastic/disinterested for a whole week"
"1997","X4642.0.0","X4642","0","0","Ever manic/hyper for 2 days"
"1998","X4642.1.0","X4642","1","0","Ever manic/hyper for 2 days"
"1999","X4642.2.0","X4642","2","0","Ever manic/hyper for 2 days"
"2000","X4653.0.0","X4653","0","0","Ever highly irritable/argumentative for 2 days"
"2001","X4653.1.0","X4653","1","0","Ever highly irritable/argumentative for 2 days"
"2002","X4653.2.0","X4653","2","0","Ever highly irritable/argumentative for 2 days"
"2003","X4674.0.0","X4674","0","0","Private healthcare"
"2004","X4674.1.0","X4674","1","0","Private healthcare"
"2005","X4674.2.0","X4674","2","0","Private healthcare"
"2006","X4689.0.0","X4689","0","0","Age glaucoma diagnosed"
"2007","X4689.1.0","X4689","1","0","Age glaucoma diagnosed"
"2008","X4689.2.0","X4689","2","0","Age glaucoma diagnosed"
"2009","X4700.0.0","X4700","0","0","Age cataract diagnosed"
"2010","X4700.1.0","X4700","1","0","Age cataract diagnosed"
"2011","X4700.2.0","X4700","2","0","Age cataract diagnosed"
"2012","X4717.0.0","X4717","0","0","Shortness of breath walking on level ground"
"2013","X4717.1.0","X4717","1","0","Shortness of breath walking on level ground"
"2014","X4717.2.0","X4717","2","0","Shortness of breath walking on level ground"
"2015","X4728.0.0","X4728","0","0","Leg pain on walking"
"2016","X4728.1.0","X4728","1","0","Leg pain on walking"
"2017","X4728.2.0","X4728","2","0","Leg pain on walking"
"2018","X4792.0.0","X4792","0","0","Cochlear implant"
"2019","X4792.1.0","X4792","1","0","Cochlear implant"
"2020","X4792.2.0","X4792","2","0","Cochlear implant"
"2021","X4803.0.0","X4803","0","0","Tinnitus"
"2022","X4803.1.0","X4803","1","0","Tinnitus"
"2023","X4803.2.0","X4803","2","0","Tinnitus"
"2024","X4814.0.0","X4814","0","0","Tinnitus severity/nuisance"
"2025","X4814.1.0","X4814","1","0","Tinnitus severity/nuisance"
"2026","X4814.2.0","X4814","2","0","Tinnitus severity/nuisance"
"2027","X4825.0.0","X4825","0","0","Noisy workplace"
"2028","X4825.1.0","X4825","1","0","Noisy workplace"
"2029","X4825.2.0","X4825","2","0","Noisy workplace"
"2030","X4836.0.0","X4836","0","0","Loud music exposure frequency"
"2031","X4836.1.0","X4836","1","0","Loud music exposure frequency"
"2032","X4836.2.0","X4836","2","0","Loud music exposure frequency"
"2033","X4849.0.0","X4849","0","0","Hearing test done"
"2034","X4849.1.0","X4849","1","0","Hearing test done"
"2035","X4849.2.0","X4849","2","0","Hearing test done"
"2036","X4924.0.0","X4924","0","0","Attempted fluid intelligence (FI) test."
"2037","X4924.1.0","X4924","1","0","Attempted fluid intelligence (FI) test."
"2038","X4924.2.0","X4924","2","0","Attempted fluid intelligence (FI) test."
"2039","X4935.0.0","X4935","0","0","FI1 : numeric addition test"
"2040","X4935.1.0","X4935","1","0","FI1 : numeric addition test"
"2041","X4935.2.0","X4935","2","0","FI1 : numeric addition test"
"2042","X4946.0.0","X4946","0","0","FI2 : identify largest number"
"2043","X4946.1.0","X4946","1","0","FI2 : identify largest number"
"2044","X4946.2.0","X4946","2","0","FI2 : identify largest number"
"2045","X4957.0.0","X4957","0","0","FI3 : word interpolation"
"2046","X4957.1.0","X4957","1","0","FI3 : word interpolation"
"2047","X4957.2.0","X4957","2","0","FI3 : word interpolation"
"2048","X4968.0.0","X4968","0","0","FI4 : positional arithmetic"
"2049","X4968.1.0","X4968","1","0","FI4 : positional arithmetic"
"2050","X4968.2.0","X4968","2","0","FI4 : positional arithmetic"
"2051","X4979.0.0","X4979","0","0","FI5 : family relationship calculation"
"2052","X4979.1.0","X4979","1","0","FI5 : family relationship calculation"
"2053","X4979.2.0","X4979","2","0","FI5 : family relationship calculation"
"2054","X4990.0.0","X4990","0","0","FI6 : conditional arithmetic"
"2055","X4990.1.0","X4990","1","0","FI6 : conditional arithmetic"
"2056","X4990.2.0","X4990","2","0","FI6 : conditional arithmetic"
"2057","X5001.0.0","X5001","0","0","FI7 : synonym"
"2058","X5001.1.0","X5001","1","0","FI7 : synonym"
"2059","X5001.2.0","X5001","2","0","FI7 : synonym"
"2060","X5012.0.0","X5012","0","0","FI8 : chained arithmetic"
"2061","X5012.1.0","X5012","1","0","FI8 : chained arithmetic"
"2062","X5012.2.0","X5012","2","0","FI8 : chained arithmetic"
"2063","X5057.0.0","X5057","0","0","Number of older siblings"
"2064","X5057.1.0","X5057","1","0","Number of older siblings"
"2065","X5057.2.0","X5057","2","0","Number of older siblings"
"2066","X5181.0.0","X5181","0","0","Ever had eye surgery"
"2067","X5181.1.0","X5181","1","0","Ever had eye surgery"
"2068","X5182.0.0","X5182","0","0","Both eyes present"
"2069","X5182.1.0","X5182","1","0","Both eyes present"
"2070","X5183.0.0","X5183","0","0","Current eye infection"
"2071","X5183.1.0","X5183","1","0","Current eye infection"
"2072","X5185.0.0","X5185","0","0","Visual acuity measured (right)"
"2073","X5185.1.0","X5185","1","0","Visual acuity measured (right)"
"2074","X5187.0.0","X5187","0","0","Visual acuity measured (left)"
"2075","X5187.1.0","X5187","1","0","Visual acuity measured (left)"
"2076","X5194.0.0","X5194","0","0","Intra-ocular pressure (IOP) method (right)"
"2077","X5194.1.0","X5194","1","0","Intra-ocular pressure (IOP) method (right)"
"2078","X5196.0.0","X5196","0","0","Intra-ocular pressure (IOP) method (left)"
"2079","X5196.1.0","X5196","1","0","Intra-ocular pressure (IOP) method (left)"
"2080","X5201.0.0","X5201","0","0","logMAR, final (right)"
"2081","X5201.1.0","X5201","1","0","logMAR, final (right)"
"2082","X5208.0.0","X5208","0","0","logMAR, final (left)"
"2083","X5208.1.0","X5208","1","0","logMAR, final (left)"
"2084","X5254.0.0","X5254","0","0","Intra-ocular pressure, corneal-compensated (right)"
"2085","X5254.1.0","X5254","1","0","Intra-ocular pressure, corneal-compensated (right)"
"2086","X5255.0.0","X5255","0","0","Intra-ocular pressure, Goldmann-correlated (right)"
"2087","X5255.1.0","X5255","1","0","Intra-ocular pressure, Goldmann-correlated (right)"
"2088","X5256.0.0","X5256","0","0","Corneal hysteresis (right)"
"2089","X5256.1.0","X5256","1","0","Corneal hysteresis (right)"
"2090","X5257.0.0","X5257","0","0","Corneal resistance factor (right)"
