Homo sapiens,Drosophila Melanogaster,Relations,ID
8334,318855,n:m,
8334,3772346,n:m,
8334,3772346,n:m,
8334,3772346,n:m,
8334,318855,n:m,
8334,318855,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589005
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538859
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589007
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589008
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538860
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538861
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589009
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
29777,318161,01:01,936306
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589003
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
7738,34706,n:1,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538867
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589006
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,589010
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,3772129,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,41773,n:m,
121504,3772129,n:m,
121504,41773,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,538868
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
8351,3772149,n:m,
2550,34878,01:01,575588
30834,42563,01:01,953238
6992,33853,01:01,706901
2794,35338,01:01,931761
23,32112,01:01,594054
8449,35192,01:01,938764
11270,42128,01:01,872511
9656,36084,01:01,
10211,36726,01:01,593807
2968,39688,01:01,879803
394263,26067064,01:01,
100507679,2768931,01:01,
7919,33781,01:01,593829
534,42341,n:1,
HUMAN24793,38844,01:01,940580
7918,36696,01:01,947229
HUMAN24798,32132,n:1,
HUMAN24799,32132,n:1,538642
7920,38519,n:1,937545
7407,45783,01:01,531126
57819,39408,01:01,861473
80736,43440,n:1,851274
221527,41423,01:01,
HUMAN24835,38982,01:01,939646
6499,42813,01:01,937634
1797,2768882,01:01,
9374,34564,n:1,929172
HUMAN24851,34564,n:1,
10554,32230,01:01,593788
5089,32567,n:1,
6257,31165,n:1,
7922,48805,01:01,593903
7923,31289,01:01,566469
6293,33774,01:01,948948
6222,37292,01:01,911355
9277,31732,01:01,955030
10471,40176,01:01,945114
9278,34560,01:01,
3710,40664,n:1,
11165,39226,n:1,882054
HUMAN24928,43321,1:m,
HUMAN24928,32953,1:m,951793
29993,42467,n:1,
HUMAN24932,42274,01:01,594276
54887,318872,01:01,940159
23294,42764,n:1,596961
4736,39338,01:01,960453
2289,47762,n:1,
222662,38251,n:1,
HUMAN24958,36706,n:1,595944
1432,34780,n:m,593771
1432,42866,n:m,
27154,35648,n:1,
11329,40165,n:1,593999
6428,41294,01:01,
401258,37132,01:01,
51645,38069,01:01,593612
23787,38026,n:1,948939
23070,31355,01:01,724703
266727,42103,01:01,
114781,32000,01:01,919969
2739,35656,01:01,754476
23500,DROME18626,n:1,
4337,39238,01:01,950560
221443,40340,01:01,704630
9477,43952,01:01,747561
705,31701,01:01,945773
129685,32792,01:01,557494
23304,32687,n:1,914000
6903,319048,01:01,536820
27232,41561,01:01,583637
5528,42169,n:1,752247
HUMAN25078,31799,01:01,594430
88745,41758,01:01,594328
51069,39253,01:01,961128
5754,36283,01:01,
89845,34140,01:01,594126
9533,33712,01:01,950983
57510,32970,01:01,857491
54676,DROME13258,01:01,912562
221421,318950,01:01,
64928,31222,01:01,904119
55362,35779,n:1,556873
3326,38389,n:1,
347734,42115,01:01,807132
202500,42123,01:01,900512
988,38062,01:01,593755
8464,41461,01:01,869447
53405,32349,n:1,927025
10231,47384,01:01,
9481,32764,01:01,769041
6005,38589,01:01,550682
5232,33461,n:1,961203
HUMAN25190,31449,01:01,860078
26268,41541,01:01,867625
2729,53581,01:01,902734
27283,37537,n:1,
54511,33978,n:1,879165
653,37778,n:1,
9532,39679,01:01,
51715,40701,01:01,564983
5558,44915,01:01,922296
7803,34952,n:1,890574
346007,3771890,01:01,601929
57579,38142,n:1,951899
135152,251900,01:01,
22999,42150,01:01,595551
55510,40959,n:1,595010
25821,37571,01:01,959965
135228,34044,1:m,
135228,34937,1:m,817710
135228,DROME03387,1:m,
55754,32615,01:01,959893
HUMAN25295,42889,01:01,
55023,42898,n:1,
6785,39245,1:m,
6785,317841,1:m,
594,3355069,01:01,551718
HUMAN25314,246653,n:1,
25998,36824,01:01,747680
23033,37176,n:1,911553
5238,39434,01:01,899140
112611,246548,n:1,
4199,DROME14612,n:1,897186
9892,41474,1:m,
9892,32363,1:m,
51167,37227,01:01,888095
4907,36968,1:m,
4907,246458,1:m,891395
4907,36969,1:m,
10492,42460,n:1,
154313,37334,01:01,
57038,40929,01:01,
23595,36454,01:01,927877
55122,38821,n:1,955598
8732,32379,01:01,768941
58528,35793,n:1,
57226,5740848,01:01,837875
23195,36268,01:01,593848
2045,43803,n:1,
23376,40843,01:01,883915
9457,246501,1:m,
9457,32656,1:m,
29078,41227,01:01,882569
253714,31142,01:01,953807
26235,32378,01:01,292849
51805,35383,01:01,583595
85015,31458,01:01,595096
892,41801,01:01,594002
10973,41891,01:01,909289
5550,34421,1:m,861651
5550,35435,1:m,
9474,31666,01:01,779069
84816,DROME00559,01:01,874783
55278,42283,01:01,771956
57107,40323,01:01,951609
11231,38819,01:01,820859
7101,43656,01:01,579088
246269,36357,01:01,952136
84071,318147,01:01,856584
27244,37755,n:1,881397
6610,38396,01:01,
9841,48317,n:1,
9896,33658,01:01,537429
8936,34519,n:1,
51362,42593,01:01,593832
HUMAN25468,36128,01:01,702721
262,34396,01:01,860272
84154,42183,01:01,539167
117247,45883,n:1,593916
3066,38565,n:1,895762
221294,38148,01:01,799875
1300,38624,n:1,
100128327,39090,n:1,
51389,42875,01:01,901853
345895,37831,n:1,913839
3841,40160,n:1,
6098,32039,01:01,935286
116150,33298,01:01,
25842,40141,01:01,922687
4121,31957,n:1,
57515,39827,n:1,
2173,3772232,n:1,
10345,33244,01:01,
154215,37979,n:1,
7164,37117,n:1,930962
135112,45467,n:1,854576
135114,3885570,01:01,
60487,40564,01:01,898148
383,46717,n:1,948817
HUMAN25589,37639,01:01,881905
26002,39758,01:01,849965
8417,36173,01:01,575449
6206,39480,01:01,853977
10767,117365,01:01,594628
9053,38491,n:1,
4217,42366,n:1,954388
5191,38994,01:01,959988
57221,31537,01:01,937238
HUMAN25662,33394,01:01,
85021,34542,01:01,594596
51696,43604,01:01,917229
4829,35535,n:1,599022
51534,38204,01:01,594404
51390,33197,1:m,
51390,33198,1:m,776015
51390,39277,1:m,
134637,42079,01:01,795313
8504,39652,01:01,574975
2519,3772574,01:01,832628
84946,36146,01:01,936039
83443,50007,01:01,917443
7402,42327,n:1,596281
134957,32217,n:1,888922
387082,33981,n:1,
11104,53566,n:1,
348995,42209,01:01,914653
5110,40668,01:01,896873
389434,39242,01:01,585963
79624,34907,1:m,831953
79624,37514,1:m,
79624,37515,1:m,
80129,35117,01:01,891724
23345,3771968,n:1,595738
54516,34720,01:01,961663
51106,8674019,01:01,933590
HUMAN25769,42130,n:1,
729515,32101,01:01,900388
51429,39136,01:01,
84947,35123,01:01,535014
404672,7354403,01:01,887914
56995,43317,01:01,951749
HUMAN25787,42592,01:01,779025
6993,42199,01:01,787335
HUMAN25792,31816,n:1,
6648,36878,01:01,957323
39,38147,01:01,949335
6950,42649,01:01,584371
29074,36406,01:01,825505
4216,DROME15688,01:01,873063
56895,39819,n:m,954268
56895,DROME11645,n:m,
5071,40336,01:01,538365
135138,37248,01:01,588840
113402,40280,n:1,944091
51660,42268,01:01,891100
6196,33139,n:1,595013
54346,32682,01:01,
64094,36048,n:1,
5689,39855,01:01,953667
5134,45021,01:01,914878
5575,40305,n:1,
54919,318680,01:01,919111
51608,40557,01:01,852839
90639,8674001,01:01,796204
79778,39475,n:1,
26173,37840,01:01,889037
7975,37336,01:01,
8379,35954,01:01,594167
29960,42359,01:01,961852
8662,36981,01:01,960993
3955,40314,n:1,918967
80727,31071,n:m,
80727,33109,n:m,
2768,3355131,n:1,950673
221935,31017,n:1,
56903,49636,n:1,
221938,31656,n:1,
26100,38913,01:01,558351
222962,39461,01:01,538099
60,35526,n:m,
60,31521,n:m,550400
6624,31717,n:1,923773
51622,38455,n:1,793684
5395,36705,01:01,861800
7965,39690,01:01,929076
HUMAN25966,35425,n:1,
5879,38831,01:01,564956
11014,34427,01:01,840260
79034,40257,01:01,897084
54753,38436,01:01,
51622,38455,n:1,
56913,34215,01:01,
54468,33399,01:01,934471
4697,317928,01:01,752834
85477,46008,n:1,
1607,35738,n:1,
57037,39210,01:01,929106
28969,40680,n:1,708134
27075,43241,n:1,738164
9734,32278,n:1,
221830,33963,01:01,
6671,41981,01:01,
10643,32009,n:1,
29896,36619,n:1,
51678,DROME03549,n:1,921143
54205,34996,01:01,942499
3181,48535,n:m,
3181,43385,n:m,
11335,31834,n:1,597567
3209,45396,01:01,
11112,37166,01:01,944840
9865,33339,01:01,
54504,42360,01:01,790873
1124,31473,n:1,
9805,40851,n:1,
55033,37449,01:01,
79017,317908,1:m,938249
79017,40017,1:m,
2617,39644,01:01,961439
1395,36368,n:m,
1395,36601,n:m,597438
358,36237,01:01,881041
23658,38693,01:01,952636
23080,32315,01:01,820866
HUMAN26160,37875,n:1,941511
27241,37439,01:01,953182
168667,45280,01:01,599037
23333,32854,n:1,867618
64224,34065,n:1,951147
HUMAN26174,35801,01:01,589427
9844,34633,n:1,825341
273,36383,n:1,
27072,3355130,01:01,756794
5898,31332,01:01,565000
HUMAN26218,42432,01:01,
79020,38094,01:01,936651
5683,41531,01:01,530164
64951,42870,01:01,892963
51619,41785,n:1,
28988,39520,01:01,594330
5224,46246,n:m,759753
5224,43447,n:m,
5425,38228,01:01,882504
HUMAN26257,43587,01:01,595274
2645,44008,1:m,
2645,43191,1:m,
10652,31706,01:01,894494
816,43828,n:1,
23386,318645,01:01,756868
54606,33118,01:01,593700
222068,41177,n:m,944156
222068,318890,n:m,
4967,39899,n:1,959560
94239,43229,n:1,957730
5814,43797,n:1,
64005,34445,n:1,
3364,40598,n:1,937741
7378,37644,n:m,872019
7378,43240,n:m,
1644,DROME03301,01:01,910181
23480,36310,1:m,896915
23480,32968,1:m,
1956,37455,n:1,597580
2631,32573,n:1,826401
5723,39085,01:01,932544
908,32518,n:1,584370
5260,32120,n:1,
51142,32701,01:01,941322
168417,318709,01:01,
51427,41404,n:1,
154807,3346188,n:1,
2990,37197,1:m,
2990,43746,1:m,727832
435,3771738,01:01,
8460,32312,n:1,
27342,38144,01:01,
51119,38749,01:01,956643
55695,7354421,01:01,
8468,45360,01:01,595132
51085,35402,n:1,948915
84277,40953,01:01,
114049,40952,01:01,920809
6804,42854,n:1,575450
83451,31663,01:01,863379
7458,49809,01:01,595644
5982,38492,01:01,593654
81554,33261,01:01,594864
HUMAN26443,42246,n:1,
3092,DROME10994,n:1,
HUMAN26452,33883,01:01,888080
83862,31270,n:1,
4191,42185,01:01,936147
113878,31589,n:1,737884
10875,40190,01:01,
54103,35200,01:01,947957
57157,35583,n:1,
2770,38765,n:1,
10371,246538,n:m,
10371,36846,n:m,912159
2913,43838,n:1,575798
54677,43332,01:01,853483
5244,36582,01:01,
5243,DROME05707,n:1,595133
55972,40915,n:m,769032
55972,3772641,n:m,
85865,35263,01:01,961533
5218,38433,01:01,595829
8321,45307,n:1,852872
257415,31585,01:01,
1021,36854,n:1,595288
55610,37021,01:01,811099
HUMAN26554,32246,01:01,595866
HUMAN26560,40094,01:01,885102
1278,43930,n:1,
64921,31347,01:01,558242
HUMAN26564,34135,n:1,
1780,43984,n:m,925870
1780,2768883,n:m,
1780,318231,n:m,
1780,44160,n:m,
10165,43616,n:1,
7979,50428,01:01,838493
1750,2768974,01:01,
25851,40229,01:01,285259
55971,39258,n:1,
8295,35483,01:01,737931
57154,36999,n:1,574612
10552,34793,n:1,897036
10095,34793,n:1,
11333,34257,1:m,594719
11333,31388,1:m,
8896,32069,01:01,724350
10898,33259,01:01,813827
HUMAN26622,37931,01:01,726442
10980,42661,01:01,949260
4176,39014,01:01,860076
245812,40084,01:01,936365
10734,33974,n:1,
51412,36956,n:1,
2783,32544,n:1,
56996,35111,01:01,834266
51593,35539,01:01,
4584,2768980,n:1,
140453,2768980,n:1,599599
7425,319027,01:01,
8985,39265,n:1,
10467,326171,01:01,854932
51024,49892,01:01,849804
54784,34302,01:01,571660
5439,35043,n:1,931424
HUMAN26758,35043,n:1,
HUMAN26768,35043,n:1,
222234,36720,01:01,945500
222235,41714,01:01,
HUMAN26777,41800,01:01,852434
27000,40332,01:01,594028
5701,35701,01:01,593683
HUMAN26781,39996,01:01,
5001,34794,01:01,877986
HUMAN26787,38251,n:1,
6733,36706,n:1,
54517,38969,01:01,948620
60561,38807,01:01,949467
5577,36041,n:1,805905
HUMAN26811,35054,01:01,822585
11062,35179,01:01,950825
1738,39988,01:01,845287
3912,34068,n:1,
4897,31792,n:1,
83943,37337,01:01,772718
HUMAN26833,43404,n:1,717229
11179,37659,01:01,589537
3475,33489,n:1,
154743,37934,01:01,
830,37387,n:1,822358
7982,40301,01:01,945586
136991,35795,01:01,595139
51691,38229,01:01,555926
3751,40129,n:1,552820
10157,34064,01:01,745009
HUMAN26890,49968,n:1,
6561,DROME12015,n:m,
6561,3772159,n:m,
6561,3772456,n:m,
154865,42629,01:01,919292
4698,39214,01:01,876385
8976,43402,n:1,594394
79571,41350,01:01,594884
27044,38045,01:01,960307
55131,37948,01:01,
3614,43873,n:1,933166
55798,38197,n:1,
813,38145,n:1,594452
2318,DROME15386,n:1,599220
9296,36731,01:01,957695
23534,33465,01:01,575408
HUMAN26950,31872,n:1,
340348,41310,1:m,738161
340348,31244,1:m,
23382,38342,n:1,957171
57464,38412,n:1,
7328,31728,01:01,593869
84928,39930,01:01,952354
51200,34296,01:01,
26958,43717,n:1,
4289,36386,01:01,776194
91584,DROME18366,n:1,867365
60412,40712,01:01,800212
84912,31553,01:01,807133
231,39304,n:1,879847
57016,39304,n:1,
441282,39304,n:1,
800,36518,01:01,
23165,33002,01:01,731459
26266,DROME12015,n:m,
26266,3772159,n:m,
26266,3772456,n:m,
136319,318909,1:m,596025
136319,32894,1:m,
9162,31826,n:1,860861
8805,44235,n:1,
50617,42216,01:01,909115
79989,41905,01:01,747625
254048,43439,01:01,937469
154791,4379851,01:01,940529
100996928,39956,n:1,594422
23608,44131,01:01,
673,31221,n:1,596071
51650,41991,01:01,912910
55750,326168,01:01,953794
6742,41968,01:01,784697
835,39173,01:01,895938
1180,41428,n:1,
27010,DROME14381,01:01,949235
26047,39387,n:1,
8454,35742,01:01,539577
2146,39203,n:1,703654
HUMAN27223,33983,01:01,
4846,34495,n:1,
11194,32208,01:01,593639
9311,37566,n:m,
9311,43485,n:m,
9311,318213,n:m,
1020,36727,01:01,593897
6522,39147,n:1,
116988,34803,n:1,
392843,41154,n:1,
114483834,32508,01:01,593684
54480,32259,n:1,916066
51667,43085,1:m,941653
51667,33094,1:m,
6009,117332,01:01,564950
168391,39714,01:01,771130
63917,48775,01:01,771046
57180,38898,n:1,
155435,32017,01:01,596531
6469,42737,n:1,
HUMAN27320,42956,n:1,
64434,38303,01:01,594218
9690,37876,01:01,574603
10049,36797,n:1,
HUMAN27335,42929,n:1,595134
55112,36801,01:01,595739
26260,39319,n:1,945595
79648,36272,01:01,595585
8658,43095,n:1,595534
66036,39026,01:01,724463
1508,32341,01:01,823336
85002,32916,n:1,
653333,32916,n:1,
10395,41749,n:1,
137868,31129,n:1,
7991,34137,n:1,865420
286097,42357,01:01,885839
51201,36043,n:1,846165
29883,39366,n:1,819493
9108,DROME07985,n:1,
55790,36079,n:1,932254
55174,38444,01:01,939332
4023,41954,01:01,
6570,3346192,n:1,
526,41550,01:01,810387
HUMAN27519,118436,n:1,935918
649,42945,n:1,597218
661,40002,01:01,
23221,40249,n:1,939730
91782,40250,01:01,530113
51312,43353,n:1,
80005,42817,n:1,717225
54793,40558,01:01,594076
5520,47877,n:1,
1135,42918,01:01,
55246,31649,01:01,
55872,32753,01:01,599044
55140,33649,01:01,902878
2137,37198,01:01,576640
55756,39763,01:01,943561
HUMAN27645,246605,n:1,901401
10671,35195,01:01,828170
2961,38527,01:01,738139
5516,45959,01:01,915381
84750,34260,01:01,
84549,31818,01:01,902791
HUMAN27681,36703,n:1,
80139,34847,n:1,
11212,43588,01:01,934940
1978,33569,n:1,
9070,42936,01:01,943500
27257,37413,01:01,555927
84513,40672,n:1,556008
54904,43351,n:1,
2260,39564,01:01,
83877,DROME20621,01:01,919060
51125,43192,n:1,
84296,43166,01:01,951452
137964,37852,n:1,
286,43770,01:01,596445
10947,31647,n:1,
HUMAN27751,42692,01:01,
7419,34500,n:1,
6575,39255,n:1,
84376,35169,n:1,594574
2339,33682,01:01,918490
138050,31423,01:01,853839
4173,35679,01:01,860079
7336,38613,n:1,
79645,40809,1:m,
79645,40810,1:m,597557
79645,40811,1:m,
79645,41580,1:m,
54212,36848,n:1,
51606,34997,01:01,861454
6917,34883,n:1,904416
10434,59176,n:1,
29088,40261,01:01,898012
137695,32072,01:01,553463
6224,42464,01:01,961455
4342,36404,01:01,
54928,32279,01:01,943843
5862,35577,01:01,564960
HUMAN27856,37979,n:1,
8836,317887,01:01,954531
7274,DROME03357,01:01,595239
23212,318016,01:01,955630
137872,37551,01:01,893493
10987,42000,01:01,950924
10565,34785,n:1,574828
23213,53437,n:1,833900
23471,31042,n:1,
51110,34106,01:01,727913
389668,318096,01:01,
8989,39015,01:01,597631
6129,34352,01:01,940665
HUMAN27922,36129,01:01,593908
6921,37237,01:01,948147
54968,38857,01:01,953122
54332,38597,n:1,
51050,318150,n:1,595718
79776,43795,n:1,941599
5828,38941,01:01,860311
3612,40346,01:01,
347051,32472,n:m,808400
347051,32621,n:m,
1875,35381,n:1,
377677,34786,n:1,
759,34786,n:1,
760,34786,n:1,
793,36905,n:1,898170
55529,39168,01:01,953503
HUMAN28013,39671,n:1,936610
862,37886,n:1,899403
91147,42443,01:01,576793
54704,31683,n:1,
25962,47869,01:01,
54845,44095,01:01,
55656,36886,01:01,903908
137682,32151,01:01,944714
79666,31105,01:01,853747
7381,43369,1:m,
7381,32586,1:m,
51001,40279,01:01,941559
9791,40281,01:01,848624
6156,44059,01:01,941892
HUMAN28071,34897,01:01,
10940,31475,01:01,902268
157680,43550,01:01,954110
1345,46040,01:01,
5440,5740790,01:01,761016
26986,37070,n:1,
HUMAN28096,36059,n:1,
51123,39725,1:m,716034
51123,39726,1:m,
83988,40186,n:1,598773
51366,41181,01:01,946954
51582,35766,n:m,
51582,35767,n:m,
528,36826,01:01,874580
81034,35941,01:01,769026
HUMAN28121,39669,01:01,904448
1807,40675,01:01,901030
55074,45467,n:1,
3646,39877,01:01,898048
9694,42045,1:m,
9694,42046,1:m,826608
84955,32141,01:01,882151
56943,50143,1:m,
56943,45848,1:m,798042
HUMAN28158,45682,01:01,960167
84294,33353,01:01,892754
2131,36614,01:01,914419
6873,39164,01:01,944793
79075,37295,01:01,929389
28998,35145,01:01,962001
6641,40424,n:1,
79139,33369,01:01,589095
55093,36743,01:01,811212
114907,39319,n:1,
157769,39267,01:01,761231
654463,39016,n:1,
HUMAN28212,35604,01:01,922844
4715,34747,01:01,
9897,39766,01:01,707593
51571,39206,n:1,
50807,35783,n:1,
114,40333,01:01,599420
HUMAN28241,35865,n:1,540025
HUMAN28246,33130,01:01,925073
10397,DROME07572,n:1,940452
51059,38142,n:1,
51305,41125,n:m,
51305,41671,n:m,
HUMAN28274,35325,01:01,557582
54108,32166,01:01,598901
27161,36544,n:1,724854
HUMAN28279,37233,01:01,934625
11156,34952,n:1,
51337,31541,01:01,
114822,32531,n:1,885802
HUMAN28344,33626,01:01,957648
HUMAN28347,42106,n:1,
7264,37638,01:01,593595
286075,41165,01:01,
22827,DROME08753,01:01,595200
340371,40710,n:1,
2907,36419,01:01,949879
26873,37569,01:01,878628
54512,34721,01:01,939508
1537,38612,1:m,959179
1537,43457,1:m,
HUMAN28381,3354925,01:01,902078
51236,43180,01:01,936955
727957,53436,n:1,803855
23246,37036,01:01,960707
8694,44887,01:01,894027
26233,36201,01:01,928161
203054,39260,01:01,855840
29894,44250,01:01,752332
51160,47408,01:01,923187
4796,38865,01:01,939678
50626,38367,01:01,288324
2875,32292,n:1,
414919,DROME04953,01:01,576633
6132,44251,01:01,961125
100287171,36311,n:1,
81704,33165,n:1,
6595,39744,n:1,594830
7436,43105,n:m,
7436,2768687,n:m,599833
9933,33112,01:01,954164
403313,318911,n:1,
50808,41318,n:1,959450
10171,32338,01:01,910437
3717,32080,n:1,
55848,32382,01:01,539814
57589,40456,01:01,891787
79956,246416,1:m,
79956,246412,1:m,
79956,36342,1:m,
79956,36343,1:m,
79956,37223,1:m,
79956,37225,1:m,914985
79956,37226,1:m,
