"","Gen","Ard","Arc"
"4751","ADCY1","disc problem","musculoskeletal/trauma"
"4752","STAT1","disc problem","musculoskeletal/trauma"
"4753","CALML3","disc problem","musculoskeletal/trauma"
"4754","CACNA1S","disc problem","musculoskeletal/trauma"
"4755","RYR2","disc problem","musculoskeletal/trauma"
"4756","D1351","disc problem","musculoskeletal/trauma"
"4757","CACNB2","disc problem","musculoskeletal/trauma"
"4758","ITPR3","disc problem","musculoskeletal/trauma"
"4759","CREB3L4","disc problem","musculoskeletal/trauma"
"4760","CYBB","disc problem","musculoskeletal/trauma"
"4761","CACNA1F","disc problem","musculoskeletal/trauma"
"4762","CACNB1","disc problem","musculoskeletal/trauma"
"4763","NOS3","disc problem","musculoskeletal/trauma"
"4764","ATF1","disc problem","musculoskeletal/trauma"
"4765","CDC25C","disc problem","musculoskeletal/trauma"
"4766","PDE4D","disc problem","musculoskeletal/trauma"
"4767","SCN5A","disc problem","musculoskeletal/trauma"
"4768","PLCB4","disc problem","musculoskeletal/trauma"
"4769","FLNC","disc problem","musculoskeletal/trauma"
"4770","PDE4A","disc problem","musculoskeletal/trauma"
"4771","ITGB5","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4772","ITGB8","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4773","CD4","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4774","WWTR1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4775","PIKFYVE","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4776","CTNNB1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4777","PIP5K1C","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4778","ITGA8","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4779","CUL1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4780","ITGA4","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4781","PIP5K1B","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4782","ITGA9","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4783","LMO7","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4784","ACTG1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4785","MIR200B","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4786","PIP4K2B","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4787","PIP4K2A","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4788","PER2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4789","MIR205","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4790","GLI3","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4791","ITGAV","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4792","YAP1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4793","ITGB3","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4794","ITGB1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4795","ITGA2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4796","ITGA5","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4797","MIR200C","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4798","MIR200A","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4799","ZYX","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4800","VCL","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4801","SKP1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4802","ACTB","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4803","ITGB7","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4804","ITGA2B","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4805","NFKBIB","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4806","SSX2IP","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4807","CTNNA3","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4808","ITGB6","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4809","ITGA3","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4810","FBXO5","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4811","PER1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4812","GLI2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4813","MAGI1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4814","ITGA1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4815","PIP5K1A","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4816","D1518","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4817","ITGA7","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4818","CTNNA1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4819","CTNNA2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4820","ITGA6","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4821","MICALL2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4822","ModAge","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4823","MDM2","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4824","NFKBIA","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4825","ITGA11","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4826","PER3","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4827","FBXO43","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4828","GLI1","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4829","PIP4K2C","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4830","ITGB4","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4831","ITGA10","diverticular disease/diverticulitis","gastrointestinal/abdominal"
"4832","PFKP","endocrine/diabetes","endocrine/diabetes"
"4833","PRKCQ","endocrine/diabetes","endocrine/diabetes"
"4834","IFNA6","endocrine/diabetes","endocrine/diabetes"
"4835","GLYCTK","endocrine/diabetes","endocrine/diabetes"
"4836","ESR2","endocrine/diabetes","endocrine/diabetes"
"4837","CCL2","endocrine/diabetes","endocrine/diabetes"
"4838","MIR520H","endocrine/diabetes","endocrine/diabetes"
"4839","ZNF285","endocrine/diabetes","endocrine/diabetes"
"4840","IL5","endocrine/diabetes","endocrine/diabetes"
"4841","NOTCH2","endocrine/diabetes","endocrine/diabetes"
"4842","CCL19","endocrine/diabetes","endocrine/diabetes"
"4843","CACNG3","endocrine/diabetes","endocrine/diabetes"
"4844","ECHS1","endocrine/diabetes","endocrine/diabetes"
"4845","PLAAT3","endocrine/diabetes","endocrine/diabetes"
"4846","ZNF66","endocrine/diabetes","endocrine/diabetes"
"4847","NT5E","endocrine/diabetes","endocrine/diabetes"
"4848","ORC3","endocrine/diabetes","endocrine/diabetes"
"4849","TMEM189-UBE2V1","endocrine/diabetes","endocrine/diabetes"
"4850","HDAC2","endocrine/diabetes","endocrine/diabetes"
"4851","IFNA4","endocrine/diabetes","endocrine/diabetes"
"4852","HK1","endocrine/diabetes","endocrine/diabetes"
"4853","ZNF350","endocrine/diabetes","endocrine/diabetes"
"4854","IFNA5","endocrine/diabetes","endocrine/diabetes"
"4855","BST2","endocrine/diabetes","endocrine/diabetes"
"4856","CPT1A","endocrine/diabetes","endocrine/diabetes"
"4857","CACNG4","endocrine/diabetes","endocrine/diabetes"
"4858","ITGA6","endocrine/diabetes","endocrine/diabetes"
"4859","ZNF841","endocrine/diabetes","endocrine/diabetes"
"4860","ENPP6","endocrine/diabetes","endocrine/diabetes"
"4861","CDK5","endocrine/diabetes","endocrine/diabetes"
"4862","ZNF614","endocrine/diabetes","endocrine/diabetes"
"4863","ZNF676","endocrine/diabetes","endocrine/diabetes"
"4864","IL21","endocrine/diabetes","endocrine/diabetes"
"4865","FZD5","endocrine/diabetes","endocrine/diabetes"
"4866","SMAD3","endocrine/diabetes","endocrine/diabetes"
"4867","DLGAP1","endocrine/diabetes","endocrine/diabetes"
"4868","ZNF557","endocrine/diabetes","endocrine/diabetes"
"4869","AK9","endocrine/diabetes","endocrine/diabetes"
"4870","ZNF34","endocrine/diabetes","endocrine/diabetes"
"4871","FBP2","endocrine/diabetes","endocrine/diabetes"
"4872","GRK1","endocrine/diabetes","endocrine/diabetes"
"4873","ZNF675","endocrine/diabetes","endocrine/diabetes"
"4874","ZNF443","endocrine/diabetes","endocrine/diabetes"
"4875","DUSP6","endocrine/diabetes","endocrine/diabetes"
"4876","ZNF85","endocrine/diabetes","endocrine/diabetes"
"4877","PF4","endocrine/diabetes","endocrine/diabetes"
"4878","ZNF777","endocrine/diabetes","endocrine/diabetes"
"4879","GABRA5","endocrine/diabetes","endocrine/diabetes"
"4880","ATG3","endocrine/diabetes","endocrine/diabetes"
"4881","AIFM1","endocrine/diabetes","endocrine/diabetes"
"4882","ZNF337","endocrine/diabetes","endocrine/diabetes"
"4883","ITGAE","endocrine/diabetes","endocrine/diabetes"
"4884","D1155","endocrine/diabetes","endocrine/diabetes"
"4885","D1536","endocrine/diabetes","endocrine/diabetes"
"4886","AGPAT5","endocrine/diabetes","endocrine/diabetes"
"4887","ZNF611","endocrine/diabetes","endocrine/diabetes"
"4888","ZNF705D","endocrine/diabetes","endocrine/diabetes"
"4889","ACOT12","endocrine/diabetes","endocrine/diabetes"
"4890","PDHA2","endocrine/diabetes","endocrine/diabetes"
"4891","SOCS3","endocrine/diabetes","endocrine/diabetes"
"4892","ZNF43","endocrine/diabetes","endocrine/diabetes"
"4893","GRK6","endocrine/diabetes","endocrine/diabetes"
"4894","ZNF235","endocrine/diabetes","endocrine/diabetes"
"4895","ZNF300","endocrine/diabetes","endocrine/diabetes"
"4896","HDAC7","endocrine/diabetes","endocrine/diabetes"
"4897","BCL2A1","endocrine/diabetes","endocrine/diabetes"
"4898","ZNF540","endocrine/diabetes","endocrine/diabetes"
"4899","AK7","endocrine/diabetes","endocrine/diabetes"
"4900","HIBADH","endocrine/diabetes","endocrine/diabetes"
"4901","ZNF468","endocrine/diabetes","endocrine/diabetes"
"4902","IFNA1","endocrine/diabetes","endocrine/diabetes"
"4903","NKD2","endocrine/diabetes","endocrine/diabetes"
"4904","NR1H3","endocrine/diabetes","endocrine/diabetes"
"4905","RRAGA","endocrine/diabetes","endocrine/diabetes"
"4906","ZNF768","endocrine/diabetes","endocrine/diabetes"
"4907","ZNF12","endocrine/diabetes","endocrine/diabetes"
"4908","ITGAD","endocrine/diabetes","endocrine/diabetes"
"4909","ELMO2","endocrine/diabetes","endocrine/diabetes"
"4910","IL12A","endocrine/diabetes","endocrine/diabetes"
"4911","TMEM86B","endocrine/diabetes","endocrine/diabetes"
"4912","GALNT9","endocrine/diabetes","endocrine/diabetes"
"4913","RAC2","endocrine/diabetes","endocrine/diabetes"
"4914","PRKAG2","endocrine/diabetes","endocrine/diabetes"
"4915","GABRA3","endocrine/diabetes","endocrine/diabetes"
"4916","ZNF577","endocrine/diabetes","endocrine/diabetes"
"4917","ZNF658","endocrine/diabetes","endocrine/diabetes"
"4918","CDS1","endocrine/diabetes","endocrine/diabetes"
"4919","ST3GAL1","endocrine/diabetes","endocrine/diabetes"
"4920","SMAD2","endocrine/diabetes","endocrine/diabetes"
"4921","ALOX12","endocrine/diabetes","endocrine/diabetes"
"4922","ZNF284","endocrine/diabetes","endocrine/diabetes"
"4923","CCL3","endocrine/diabetes","endocrine/diabetes"
"4924","ZNF517","endocrine/diabetes","endocrine/diabetes"
"4925","RASGRP1","endocrine/diabetes","endocrine/diabetes"
"4926","MRAS","endocrine/diabetes","endocrine/diabetes"
"4927","LRP6","endocrine/diabetes","endocrine/diabetes"
"4928","CD38","endocrine/diabetes","endocrine/diabetes"
"4929","ITGA9","endocrine/diabetes","endocrine/diabetes"
"4930","ZNF878","endocrine/diabetes","endocrine/diabetes"
"4931","RILP","endocrine/diabetes","endocrine/diabetes"
"4932","ZNF875","endocrine/diabetes","endocrine/diabetes"
"4933","ITGA11","endocrine/diabetes","endocrine/diabetes"
"4934","ITGB6","endocrine/diabetes","endocrine/diabetes"
"4935","D1348","endocrine/diabetes","endocrine/diabetes"
"4936","ZNF836","endocrine/diabetes","endocrine/diabetes"
"4937","PLCB3","endocrine/diabetes","endocrine/diabetes"
"4938","ZNF282","endocrine/diabetes","endocrine/diabetes"
"4939","ZNF853","endocrine/diabetes","endocrine/diabetes"
"4940","INVS","endocrine/diabetes","endocrine/diabetes"
"4941","CCL7","endocrine/diabetes","endocrine/diabetes"
"4942","TP53INP2","endocrine/diabetes","endocrine/diabetes"
"4943","GRIN3A","endocrine/diabetes","endocrine/diabetes"
"4944","ZNF585B","endocrine/diabetes","endocrine/diabetes"
"4945","ZNF624","endocrine/diabetes","endocrine/diabetes"
"4946","GPHA2","endocrine/diabetes","endocrine/diabetes"
"4947","ZNF667","endocrine/diabetes","endocrine/diabetes"
"4948","CBR4","endocrine/diabetes","endocrine/diabetes"
"4949","PTPN11","endocrine/diabetes","endocrine/diabetes"
"4950","PRKACA","endocrine/diabetes","endocrine/diabetes"
"4951","ZNF615","endocrine/diabetes","endocrine/diabetes"
"4952","ZNF674","endocrine/diabetes","endocrine/diabetes"
"4953","ZNF649","endocrine/diabetes","endocrine/diabetes"
"4954","D1076","endocrine/diabetes","endocrine/diabetes"
"4955","PPIA","endocrine/diabetes","endocrine/diabetes"
"4956","ZNF114","endocrine/diabetes","endocrine/diabetes"
"4957","MOGAT1","endocrine/diabetes","endocrine/diabetes"
"4958","RXRA","endocrine/diabetes","endocrine/diabetes"
"4959","CXXC4","endocrine/diabetes","endocrine/diabetes"
"4960","ITGA2","endocrine/diabetes","endocrine/diabetes"
"4961","MX2","endocrine/diabetes","endocrine/diabetes"
"4962","MAPK9","endocrine/diabetes","endocrine/diabetes"
"4963","ME2","endocrine/diabetes","endocrine/diabetes"
"4964","CAMK2B","endocrine/diabetes","endocrine/diabetes"
"4965","ZNF780B","endocrine/diabetes","endocrine/diabetes"
"4966","NANOG","endocrine/diabetes","endocrine/diabetes"
"4967","ZNF441","endocrine/diabetes","endocrine/diabetes"
"4968","ZNF665","endocrine/diabetes","endocrine/diabetes"
"4969","WDR5","endocrine/diabetes","endocrine/diabetes"
"4970","PTPN2","endocrine/diabetes","endocrine/diabetes"
"4971","ZNF727","endocrine/diabetes","endocrine/diabetes"
"4972","ZNF133","endocrine/diabetes","endocrine/diabetes"
"4973","RACK1","endocrine/diabetes","endocrine/diabetes"
"4974","INSRR","endocrine/diabetes","endocrine/diabetes"
"4975","RBAK","endocrine/diabetes","endocrine/diabetes"
"4976","ATG16L1","endocrine/diabetes","endocrine/diabetes"
"4977","PLCD3","endocrine/diabetes","endocrine/diabetes"
"4978","IFNB1","endocrine/diabetes","endocrine/diabetes"
"4979","EHHADH","endocrine/diabetes","endocrine/diabetes"
"4980","GK2","endocrine/diabetes","endocrine/diabetes"
"4981","ZNF226","endocrine/diabetes","endocrine/diabetes"
"4982","DGLUCY","endocrine/diabetes","endocrine/diabetes"
"4983","PIAS4","endocrine/diabetes","endocrine/diabetes"
"4984","GAB2","endocrine/diabetes","endocrine/diabetes"
"4985","COL6A1","endocrine/diabetes","endocrine/diabetes"
"4986","IFNA2","endocrine/diabetes","endocrine/diabetes"
"4987","ZNF461","endocrine/diabetes","endocrine/diabetes"
"4988","PRKAB2","endocrine/diabetes","endocrine/diabetes"
"4989","ZFP92","endocrine/diabetes","endocrine/diabetes"
"4990","MBOAT2","endocrine/diabetes","endocrine/diabetes"
"4991","CPT1C","endocrine/diabetes","endocrine/diabetes"
"4992","ZNF559","endocrine/diabetes","endocrine/diabetes"
"4993","BATF","endocrine/diabetes","endocrine/diabetes"
"4994","GABRA2","endocrine/diabetes","endocrine/diabetes"
"4995","ZNF8","endocrine/diabetes","endocrine/diabetes"
"4996","CSF1R","endocrine/diabetes","endocrine/diabetes"
"4997","PRL","endocrine/diabetes","endocrine/diabetes"
"4998","BATF2","endocrine/diabetes","endocrine/diabetes"
"4999","TRAF3","endocrine/diabetes","endocrine/diabetes"
"5000","ZNF211","endocrine/diabetes","endocrine/diabetes"
"5001","PIAS1","endocrine/diabetes","endocrine/diabetes"
"5002","CXCL5","endocrine/diabetes","endocrine/diabetes"
"5003","LYPLA1","endocrine/diabetes","endocrine/diabetes"
"5004","LCLAT1","endocrine/diabetes","endocrine/diabetes"
"5005","FSHB","endocrine/diabetes","endocrine/diabetes"
"5006","APRT","endocrine/diabetes","endocrine/diabetes"
"5007","D1082","endocrine/diabetes","endocrine/diabetes"
"5008","LDHD","endocrine/diabetes","endocrine/diabetes"
"5009","CACNA1G","endocrine/diabetes","endocrine/diabetes"
"5010","APC","endocrine/diabetes","endocrine/diabetes"
"5011","ITGA2B","endocrine/diabetes","endocrine/diabetes"
"5012","ATG4D","endocrine/diabetes","endocrine/diabetes"
"5013","ZNF761","endocrine/diabetes","endocrine/diabetes"
"5014","GABRB3","endocrine/diabetes","endocrine/diabetes"
"5015","ACTL6B","endocrine/diabetes","endocrine/diabetes"
"5016","FZD2","endocrine/diabetes","endocrine/diabetes"
"5017","AKR1B1","endocrine/diabetes","endocrine/diabetes"
"5018","CYP2C9","endocrine/diabetes","endocrine/diabetes"
"5019","MAP2K7","endocrine/diabetes","endocrine/diabetes"
"5020","ZNF417","endocrine/diabetes","endocrine/diabetes"
"5021","ZNF846","endocrine/diabetes","endocrine/diabetes"
"5022","ADH7","endocrine/diabetes","endocrine/diabetes"
"5023","ZNF26","endocrine/diabetes","endocrine/diabetes"
"5024","MAF","endocrine/diabetes","endocrine/diabetes"
"5025","ZNF786","endocrine/diabetes","endocrine/diabetes"
"5026","PILRB","endocrine/diabetes","endocrine/diabetes"
"5027","PLIN5","endocrine/diabetes","endocrine/diabetes"
"5028","ATG16L2","endocrine/diabetes","endocrine/diabetes"
"5029","HTT","endocrine/diabetes","endocrine/diabetes"
"5030","ITGA5","endocrine/diabetes","endocrine/diabetes"
"5031","SMARCA4","endocrine/diabetes","endocrine/diabetes"
"5032","STAT1","endocrine/diabetes","endocrine/diabetes"
"5033","ZNF324","endocrine/diabetes","endocrine/diabetes"
"5034","RRAS2","endocrine/diabetes","endocrine/diabetes"
"5035","PLA2G7","endocrine/diabetes","endocrine/diabetes"
"5036","ZNF37A","endocrine/diabetes","endocrine/diabetes"
"5037","ZNF426","endocrine/diabetes","endocrine/diabetes"
"5038","CCL21","endocrine/diabetes","endocrine/diabetes"
"5039","ZNF354B","endocrine/diabetes","endocrine/diabetes"
"5040","ZNF41","endocrine/diabetes","endocrine/diabetes"
"5041","PPP2R2D","endocrine/diabetes","endocrine/diabetes"
"5042","KIR3DL1","endocrine/diabetes","endocrine/diabetes"
"5043","ZNF543","endocrine/diabetes","endocrine/diabetes"
