"","Gen","Ard","Arc"
"3622","TEX26-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3623","RPL36AP37","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3624","SRGAP3-AS3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3625","ANKRD34C","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3626","RPSAP15","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3627","GABBR2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3628","FRRS1L","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3629","SLC39A12","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3630","CLDN11","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3631","C1QL3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3632","EPB41L1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3633","FDX1P2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3634","RPS18","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3635","RPS2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3636","RANP5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3637","SYMPK","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3638","ATP2B2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3639","PYURF","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3640","SLCO1A2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3641","FAM131B","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3642","RPL36","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3643","D1091","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3644","EEF1A1P6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3645","RAPGEF5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3646","LINC01811","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3647","KCNAB1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3648","EIF3D","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3649","THRAP3P1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3650","LINC01740","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3651","CHN1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3652","RPS21","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3653","LINC00507","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3654","KCNA1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3655","DLGAP1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3656","RPS3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3657","CENPT","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3658","SIAH2-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3659","DHRS2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3660","RPL19","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3661","RPL18","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3662","MAP3K9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3663","RPL26","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3664","RPL37","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3665","SYT1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3666","GABRB2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3667","RPL5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3668","SLC6A17-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3669","RPL22","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3670","AHSG","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3671","CSPG5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3672","TRIM41","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3673","RNVU1-2A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3674","RPS15A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3675","D1071","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3676","KRT8P44","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3677","ASPA","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3678","ASTN1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3679","RPL5P4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3680","ATP1B1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3681","D1073","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3682","GALNT13","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3683","CNOT3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3684","UNC13A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3685","EEF1B2P3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3686","LINC01494","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3687","LINC01691","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3688","D1156","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3689","RPL30","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3690","RPL23AP42","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3691","RPSA","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3692","SPARCL1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3693","SH3GL2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3694","RPL3P2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3695","RPL4P4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3696","RPL7P47","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3697","RPL24","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3698","GAD2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3699","SIM1-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3700","EIF3L","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3701","ACIN1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3702","EEF1B2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3703","DTNA","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3704","SYNPO","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3705","SRSF9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3706","RCAN2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3707","NPM1P49","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3708","TRIM60P9Y","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3709","C1orf115","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3710","LINC00370","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3711","RPL6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3712","PDS5A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3713","HDGFL2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3714","OFD1P13Y","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3715","PLEKHH1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3716","RPL7AP6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3717","RPL13A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3718","RPS27P4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3719","RPSAP12","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3720","PNKP","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3721","RAPGEF4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3722","RPL21P39","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3723","D1245","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3724","SCD5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3725","CAMK2A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3726","SYT13","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3727","MAPKAP1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3728","RPL15","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3729","RBFOX1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3730","ADAM22","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3731","RPS8","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3732","CPE","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3733","RPL32","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3734","RPS24","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3735","GABRA1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3736","CFL1P3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3737","EIF3F","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3738","RPS12","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3739","RPL3P4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3740","HNRNPA1L2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3741","RPL36AP7","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3742","FGF1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3743","RPL34","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3744","RPL23","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3745","RPL7A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3746","RPL27","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3747","RPS27P8","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3748","ANO3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3749","CHGB","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3750","APLNR","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3751","RPS20","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3752","NEFL","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3753","TJAP1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3754","RPLP0","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3755","RPS10-NUDT3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3756","PHF24","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3757","SCN2B","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3758","RPL17","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3759","RPL11","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3760","ZNF567-DT","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3761","TUBGCP6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3762","D1251","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3763","STEAP2-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3764","HCN1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3765","SERPINI1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3766","GRM5-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3767","CYCSP12","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3768","TXNL4A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3769","NOP53","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3770","SYT11","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3771","BCAS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3772","ERMN","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3773","RPS13","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3774","D1249","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3775","RBM8A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3776","CNTNAP4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3777","PNISR","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3778","RPS23P8","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3779","TUBAP9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3780","RPS6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3781","EEF2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3782","RPL30-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3783","RPS28P7","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3784","RPS7","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3785","NBEAL1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3786","PLP1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3787","PPHLN1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3788","CA9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3789","TPT1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3790","KIF3C","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3791","KCNC2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3792","EIF2S2P5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3793","UBE2V1P5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3794","RPS9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3795","HDAC9-AS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3796","TMEM144","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3797","HLA-U","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3798","WDR83","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3799","LINC01736","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3800","D1183","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3801","NAPB","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3802","RASGRF1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3803","RPS3AP6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3804","INTS11","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3805","SLC12A5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3806","GABRG2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3807","DKK3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3808","PHB1P3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3809","CA10","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3810","NCS1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3811","URI1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3812","MCF2L","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3813","RPL31","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3814","SLC6A1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3815","SMIM43","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3816","LINC01757","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3817","RFKP5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3818","SLC3A1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3819","PCSK2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3820","KCNK9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3821","RPL21P97","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3822","LONRF2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3823","KRT18P36","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3824","IGHD4-23","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3825","RPL27A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3826","RPL17P7","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3827","CUL9","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3828","LINC03053","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3829","RPS14","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3830","CIAO1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3831","CREG2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3832","COX6CP15","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3833","RPL13","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3834","RIMS3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3835","CCT4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3836","ISCA1P6","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3837","MTATP6P11","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3838","CADM2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3839","RPL10","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3840","HNRNPA1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3841","NRXN3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3842","RPL6P27","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3843","PDZPH1P","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3844","PITPNM3","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3845","RPS19","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3846","ELMOD1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3847","TIAM1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3848","RHOT2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3849","DYNC1I1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3850","D1092","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3851","RPL7","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3852","RPS3A","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3853","RPL13AP5","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3854","HABP4","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3855","RPL5P34","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3856","EEF1A1","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3857","POLR2J2","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3858","GPR37","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3859","OR9R1P","cholelithiasis/gall stones","gastrointestinal/abdominal"
"3860","ModAge","cholelithiasis/gall stones","gastrointestinal/abdominal"
