"Phenotype","Score","color_group","Label"
"GenAge.Mod",0.57190413,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.307512568,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.203501083,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.347154252,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.510567579,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.698994073,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.185386667,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.259812298,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.512491317,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.111662846,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.252556883,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.252556883,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.252556883,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.115180039,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.758935443,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.127323324,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.134543142,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.175869261,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.119314856,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.282031586,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.328954509,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.238903165,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.98450675,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.691295568,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.26338645,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.138672386,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.138672386,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.455337885,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.909292824,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.810145723,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.377384734,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.604735102,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.910893914,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.693927027,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.349700075,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.565211997,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.366201161,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.158098894,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.158098894,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.264295797,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.264295797,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.295878447,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.427430001,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.894669264,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.695697729,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.695697729,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.178685164,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.171315703,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.370957306,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.102460615,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.171794831,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.171794831,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.134104249,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.138950764,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.424543429,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.285306995,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.374864781,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.438349909,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.58817062,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.13789014,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.64223227,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.171463426,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.171463426,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.523354959,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.206122097,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.18375776,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.235460104,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.567960565,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.136588833,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.770049505,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.770049505,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.770049505,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.770049505,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.770049505,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.308667177,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.982411664,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.991880584,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.325560913,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.939588844,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.229300491,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.229300491,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.830880066,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.595030102,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",1,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.979514843,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.979514843,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.979514843,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.979514843,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.971404483,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.971404483,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.971404483,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.971404483,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.995967101,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.995967101,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.995967101,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.995967101,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.995967101,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",1,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",1,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",1,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.77651316,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.77651316,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.77651316,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.77651316,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.990712054,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.998181261,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.75619268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.75619268,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.75619268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.75619268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.296548112,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
